chromosome	start	end	RE	TSS_RE	Activity_H3K27ac	H3K4me1_rank	H3K4me3_rank	H3K27ac_rank	CTCF_rank	H3K4me1_auc	H3K4me3_auc	H3K27ac_auc	CTCF_auc
chr2	84302671	84303574	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	669501.2972831726
chr2	73085375	73086522	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	756067.7850112915
chr2	70070615	70071363	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	477514.3377494812
chr2	55961133	55961853	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	275634.058303833
chr2	101038442	101039186	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	598464.3114356995
chr2	60213690	60214282	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	94343.49178695679	0.0	0.0	0.0
chr2	205766165	205767405	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	450632.1752052307
chr2	239660326	239660949	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	31891.02643585205	0.0	0.0	0.0
chr2	113117393	113118201	TBD_1	Promoter	Active	2.0	3.0	1.0	4.0	68032.85533332825	11848.429996490479	335394.66282844543	0.0
chr2	1675543	1676297	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	275857.1924686432
chr2	70303650	70304363	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	249603.23459243774
chr2	71509999	71510900	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	668284.99817276
chr2	151051419	151052152	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	264200.0756416321
chr2	159921528	159922458	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	810116.1018028259
chr2	109735923	109736767	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	393319.8917789459
chr2	134245058	134246041	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	507964.80249786377
chr2	13006666	13007557	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	474047.5574398041
chr2	235779181	235779988	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	697721.555721283
chr2	216666510	216667025	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	17607.56139755249	0.0	0.0	736524.5314712524
chr2	216698617	216699422	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	315085.6943054199
chr2	232333169	232334349	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	665730.5281906128
chr2	130332256	130333242	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	825178.9737644196
chr2	38109673	38110210	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	84330.93949508667	0.0	162023.58793640137	0.0
chr2	69714404	69715257	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	618899.4988594055
chr2	42946575	42947358	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	325506.2100906372
chr2	222971510	222972283	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	615878.8310565948
chr2	129748541	129749263	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	232087.3031425476
chr2	73830699	73831761	Promoter	Enhancer	Active	3.0	2.0	1.0	4.0	0.0	68512.84657287598	91411.60082054138	0.0
chr2	10097152	10097984	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	617743.8944683075
chr2	95728769	95729685	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	284088.06048202515
chr2	1675544	1676130	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	268416.9362125397
chr2	96960174	96961208	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	877301.4362258911
chr2	18377851	18378667	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	341562.42025375366
chr2	109715163	109715930	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	725921.6760158539
chr2	233642726	233643763	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	342251.6993980408
chr2	25997704	25998314	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	176619.9760017395
chr2	112259180	112260045	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	824935.8029842377
chr2	130155783	130156715	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	425919.1044025421
chr2	100786169	100786751	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	83827.32404327393	0.0	0.0	0.0
chr2	222903455	222904159	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	182418.05073928833
chr2	71000837	71002040	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	974936.9401035309
chr2	71545388	71546303	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	429142.62896728516
chr2	203782131	203782703	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	480656.7753829956
chr2	200901273	200902046	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	455517.9953517914
chr2	74399260	74400496	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	308172.5747451782
chr2	238263401	238263878	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	448179.1680355072
chr2	238784781	238785599	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	482866.4599227905
chr2	227884178	227885074	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	764825.9550323486
chr2	227766123	227766882	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	379513.9907798767
chr2	231677391	231678203	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	568277.3518123627
chr2	160994251	160994799	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	201535.62046051025
chr2	173210468	173211024	CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	0.0	0.0	132524.97709274292	308719.93214035034
chr2	191869125	191870091	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	313828.83295059204
chr2	24790417	24791596	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	246683.98654174805
chr2	25991499	25992080	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	147568.4531059265
chr2	85707185	85707667	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	394597.12261390686
chr2	74690387	74691143	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	296414.04001426697
chr2	96554108	96555211	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	967699.4878787994
chr2	71100136	71101032	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	365221.3416881561
chr2	43021948	43022820	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	348881.1258163452
chr2	68751506	68752300	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	509323.06380081177
chr2	60439268	60440232	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	367714.89887046814
chr2	186641665	186642172	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	308740.13302993774
chr2	190382718	190383422	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	292927.16405296326
chr2	219402902	219403365	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	448848.17246055603
chr2	218852240	218853498	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	438731.82210731506
chr2	215931059	215932050	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	601383.5602340698
chr2	215454179	215455097	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	383791.50955200195
chr2	121887908	121888937	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	388271.9235458374
chr2	237571692	237572717	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	979437.6892166138
chr2	149597517	149598066	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	370978.91718292236
chr2	199739599	199740504	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	383892.95581817627
chr2	212686176	212686880	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	286459.9475288391
chr2	149016974	149018131	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	415620.4363460541
chr2	20642140	20643051	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	887275.8659095764
chr2	206981510	206982302	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	564101.1631336212
chr2	97806507	97807328	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	749215.5468482971
chr2	170872784	170873860	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	904933.8721561432
chr2	186641308	186642269	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	344441.18014907837
chr2	235779413	235779876	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	656526.4939575195
chr2	108636291	108636823	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1049359.9691429138
chr2	127067673	127068869	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	718623.243593216
chr2	25228405	25229545	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	585367.6735305786
chr2	41717859	41718334	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	46940.113037109375	0.0	0.0	0.0
chr2	100729994	100730871	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	400780.39621925354
chr2	219057760	219058590	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	382575.16868400574
chr2	70870930	70872271	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	890397.9168128967
chr2	11692742	11693516	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	467053.5048942566
chr2	238945488	238946274	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	453571.7744541168
chr2	237421255	237422093	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	648092.902885437
chr2	68715215	68716033	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	450246.90438461304
chr2	36784997	36785735	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	820131.1446647644
chr2	222690309	222691285	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1129398.3956623077
chr2	40244291	40245201	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	388616.55900001526
chr2	44479087	44480003	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1078695.1234893799
chr2	108597115	108597848	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	168956.66027450562
chr2	30115422	30116267	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	583583.6127586365
chr2	71157083	71157975	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	545915.9976654053
chr2	73630410	73631279	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	396300.1135520935
chr2	47335022	47335490	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	210881.5486240387
chr2	218034395	218035362	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	647606.4139709473
chr2	225001881	225003127	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	438812.9191207886
chr2	121888163	121888582	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	335804.9484977722
chr2	127415638	127416545	Enhancer/CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	119364.76112365723	0.0	0.0	515222.51288986206
chr2	233028685	233029307	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	156184.56887054443
chr2	233053608	233054532	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	677286.2632484436
chr2	233832575	233833432	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	300691.7516860962
chr2	240556486	240557493	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	359443.45354270935
chr2	158753708	158754610	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	619406.4648914337
chr2	190781300	190782138	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	202224.9630832672
chr2	191566010	191566891	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	441934.9919872284
chr2	162220732	162221617	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	598626.3062133789
chr2	91759304	91760165	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	307077.789106369
chr2	199979797	199980630	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	326459.0600910187
chr2	98268938	98269836	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	429446.74666404724
chr2	15637108	15637861	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	367856.8562488556
chr2	197011599	197012637	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	363031.77007484436
chr2	219458984	219460186	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	870388.1941680908
chr2	200481175	200481898	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	290474.0909919739
chr2	205947842	205948667	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	510884.1359901428
chr2	231852144	231852881	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	254793.28144454956
chr2	74334410	74335546	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	698654.0728912354
chr2	95413798	95414569	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	682192.402759552
chr2	237072100	237073019	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	640672.8266448975
chr2	46918482	46919414	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	404328.2169761658
chr2	57759565	57760412	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	981789.409942627
chr2	68122129	68123141	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	585124.3818664551
chr2	68751677	68752143	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	490996.1162147522
chr2	3303381	3304364	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	769164.2064781189
chr2	108583818	108584566	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	329885.17237472534
chr2	133641422	133642213	Promoter/CTCF	Promoter	Inactive	4.0	3.0	2.0	1.0	0.0	48818.232038497925	155633.04192733765	322728.66509246826
chr2	213153494	213154398	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	395185.02802848816
chr2	131153697	131154652	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	574906.712852478
chr2	95655208	95656047	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	324877.63242149353
chr2	209334196	209334957	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	375134.86767196655
chr2	26462235	26463110	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	402625.246925354
chr2	171573857	171574655	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	579447.9067459106
chr2	148673908	148674555	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	240845.37871932983
chr2	85678922	85679807	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1095319.1627159119
chr2	238970134	238971074	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1089845.427444458
chr2	11583987	11584972	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	499166.07022476196
chr2	7111436	7112141	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	228194.85625839233
chr2	119826176	119827113	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	339798.7408218384
chr2	119702550	119703425	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	865583.500743866
chr2	30164966	30165488	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	422168.6546344757
chr2	118882160	118883258	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1387840.8832378387
chr2	72137069	72138174	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	940918.685585022
chr2	231296805	231297665	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	484609.9256439209
chr2	105369753	105370236	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	554430.9746742249
chr2	101240462	101241306	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	249887.0887336731
chr2	71530767	71531176	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	238088.20917510986
chr2	30072088	30072866	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	383892.9225692749
chr2	127649369	127650457	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	578008.491317749
chr2	96509140	96510168	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1037844.781949997
chr2	218607069	218608143	Enhancer	Promoter	Inactive	1.0	2.0	3.0	4.0	173275.33129882812	0.0	0.0	0.0
chr2	235746245	235746746	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	347441.71725845337
chr2	37981886	37982708	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	395570.24978637695
chr2	149027679	149028322	TBD_1	Enhancer	Active	3.0	2.0	1.0	4.0	5943.063312530518	105844.44140625	189602.5768623352	0.0
chr2	11738330	11738998	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	170781.2311553955
chr2	43877481	43878499	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	735450.0672702789
chr2	25997598	25998233	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	165733.2785797119
chr2	67996999	67997976	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	17043.46259689331	0.0	498244.39667129517	0.0
chr2	204024213	204025127	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	392508.9922199249
chr2	20378845	20379561	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	243643.10010528564
chr2	85066561	85067406	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	467093.83993911743
chr2	20635609	20636393	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	633496.1978607178
chr2	6826228	6826947	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	236466.34253311157
chr2	65186896	65187828	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	637875.259262085
chr2	236512724	236513661	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	744289.1464519501
chr2	218687296	218687978	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	392650.84562683105
chr2	217785214	217786110	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	723955.1017684937
chr2	86079697	86080585	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	591165.8773727417
chr2	173027406	173027862	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	314011.2387638092
chr2	64888637	64889558	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	575393.3040771484
chr2	173027298	173028005	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	320985.2176761627
chr2	73212252	73213133	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	896297.3306159973
chr2	232521629	232522858	CTCF	Promoter	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	378723.1642589569
chr2	10434660	10435537	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	887478.6311035156
chr2	121076740	121077927	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1034864.5755271912
chr2	120675352	120676094	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	359625.9092884064
chr2	37414256	37414958	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	369965.24569892883
chr2	233857217	233858290	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	671447.517036438
chr2	37395672	37396468	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	441549.7890510559
chr2	109516159	109516988	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	529515.067401886
chr2	119011176	119011976	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	446658.659286499
chr2	30706685	30707626	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	393401.0137081146
chr2	105545497	105546341	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	455801.8021659851
chr2	118003287	118003735	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	450713.2350921631
chr2	121810930	121811796	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	306064.17654800415
chr2	199985458	199986286	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	509424.4085884094
chr2	169109374	169110364	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	521101.73849487305
chr2	204259772	204260739	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	400395.33363723755
chr2	25376725	25377854	Enhancer/CTCF	CTCF	Active	3.0	4.0	1.0	2.0	67388.18908691406	0.0	486848.31272888184	340427.1697769165
chr2	200901393	200901885	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	446111.2452659607
chr2	95115180	95115929	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	461255.3785247803
chr2	89048167	89048941	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	329743.2014217377
chr2	58571007	58571812	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	429771.1024494171
chr2	50402187	50402966	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	503585.7295303345
chr2	69559505	69560303	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	309449.75702285767
chr2	95388837	95389811	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1138723.994512558
chr2	68909589	68910368	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	401368.3226470947
chr2	70686257	70687406	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	477980.69264030457
chr2	54522572	54523228	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	328425.4140472412
chr2	41698590	41699543	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	550254.4785270691
chr2	65553081	65553930	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	507214.52579307556
chr2	45993382	45993825	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	408322.1032485962
chr2	27753860	27754728	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	684584.7081184387
chr2	172985412	172986059	Enhancer	Enhancer	Inactive	1.0	2.0	3.0	4.0	116201.78672790527	0.0	0.0	0.0
chr2	150481211	150481637	Enhancer	Enhancer	Inactive	1.0	3.0	2.0	4.0	61163.12210845947	0.0	40299.36474990845	0.0
chr2	149799126	149799818	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	211651.94339752197
chr2	134207429	134208214	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	459795.6369972229
chr2	75064140	75065512	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	663764.0417118073
chr2	137467067	137467828	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	381419.56022262573
chr2	48106336	48107129	CTCF	CTCF	Inactive	3.0	4.0	2.0	1.0	0.0	0.0	397429.1587486267	414545.92545318604
chr2	158600008	158600913	Enhancer	Enhancer	Active	2.0	3.0	1.0	4.0	39143.59746551514	0.0	331482.6535606384	0.0
chr2	171598555	171599311	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	268396.588224411
chr2	204325231	204325964	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	307990.1191291809
chr2	85300128	85300944	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	519601.4766921997
chr2	11582485	11583580	CTCF	CTCF	Inactive	2.0	3.0	4.0	1.0	0.0	0.0	0.0	590395.427280426
