chr	start	end	id	RE_rule	Active_rule	Active_inter
chr16	72362833	72363509	chr16:72362833_72363509	Enhancer	Active	Inactive
chr16	72876235	72876659	chr16:72876235_72876659	Enhancer	Active	Inactive
chr2	61460059	61460623	chr2:61460059_61460623	Enhancer	Active	Inactive
chr12	92208345	92209139	chr12:92208345_92209139	Enhancer	Active	Inactive
chr8	38445743	38446367	chr8:38445743_38446367	Enhancer	Active	Inactive
chr3	178263118	178263864	chr3:178263118_178263864	Enhancer	Active	Inactive
chr7	50962697	50963466	chr7:50962697_50963466	Enhancer	Inactive	Inactive
chr16	82747761	82748554	chr16:82747761_82748554	CTCF	Inactive	Inactive
chr15	43440688	43441516	chr15:43440688_43441516	CTCF	Active	Inactive
chr10	95517443	95518018	chr10:95517443_95518018	Enhancer	Active	Inactive
chr6	148414724	148415359	chr6:148414724_148415359	Enhancer	Inactive	Inactive
chr19	16588003	16588729	chr19:16588003_16588729	Enhancer	Inactive	Inactive
chr9	125544920	125545738	chr9:125544920_125545738	Enhancer	Inactive	Inactive
chr6	145705483	145706034	chr6:145705483_145706034	Enhancer	Active	Active
chr11	121482423	121482798	chr11:121482423_121482798	Enhancer	Inactive	Inactive
chr3	172646561	172647224	chr3:172646561_172647224	Enhancer/CTCF	Inactive	Inactive
chr13	78699909	78700935	chr13:78699909_78700935	Enhancer	Inactive	Inactive
chr2	111705655	111706397	chr2:111705655_111706397	Enhancer	Inactive	Inactive
chr2	232259947	232260592	chr2:232259947_232260592	Enhancer	Inactive	Inactive
chr13	26601569	26602181	chr13:26601569_26602181	Enhancer/CTCF	Inactive	Inactive
chr20	50020263	50020684	chr20:50020263_50020684	Enhancer	Active	Inactive
chr7	155669965	155670712	chr7:155669965_155670712	Enhancer	Inactive	Inactive
chr3	24588430	24589229	chr3:24588430_24589229	Enhancer	Inactive	Inactive
chr10	113554056	113554735	chr10:113554056_113554735	Enhancer	Inactive	Inactive
chr4	165555146	165555801	chr4:165555146_165555801	Enhancer	Inactive	Inactive
chr2	150612751	150613667	chr2:150612751_150613667	Enhancer	Inactive	Inactive
chr14	50225330	50225995	chr14:50225330_50225995	Enhancer	Inactive	Inactive
chr1	149938960	149939662	chr1:149938960_149939662	Enhancer	Active	Inactive
chr10	102785686	102786418	chr10:102785686_102786418	Enhancer	Inactive	Inactive
chrX	65644581	65645475	chrX:65644581_65645475	Enhancer	Active	Inactive
chr4	106062300	106063257	chr4:106062300_106063257	Enhancer/CTCF	Inactive	Inactive
chr1	31955854	31956540	chr1:31955854_31956540	CTCF	Active	Inactive
chr3	173465010	173465794	chr3:173465010_173465794	Enhancer	Active	Inactive
chr12	69900329	69901178	chr12:69900329_69901178	Enhancer/CTCF	Inactive	Inactive
chr19	45171264	45171754	chr19:45171264_45171754	Enhancer	Active	Inactive
chr19	44774124	44774612	chr19:44774124_44774612	Enhancer	Inactive	Inactive
chr20	50475725	50476214	chr20:50475725_50476214	Enhancer	Inactive	Inactive
chr2	64998431	64999348	chr2:64998431_64999348	Enhancer	Inactive	Inactive
chr14	64074880	64075479	chr14:64074880_64075479	Enhancer	Inactive	Inactive
chr15	34852701	34853624	chr15:34852701_34853624	Enhancer	Inactive	Inactive
chr11	6695195	6695911	chr11:6695195_6695911	Enhancer	Active	Inactive
chr14	78969051	78969940	chr14:78969051_78969940	CTCF	Inactive	Inactive
chr2	189370574	189371200	chr2:189370574_189371200	Enhancer	Active	Inactive
chr6	98957308	98958109	chr6:98957308_98958109	Enhancer	Inactive	Inactive
chr9	80157323	80158304	chr9:80157323_80158304	Enhancer	Inactive	Inactive
chr17	80859172	80859726	chr17:80859172_80859726	Enhancer/CTCF	Inactive	Inactive
chr11	112611005	112611452	chr11:112611005_112611452	Enhancer/CTCF	Inactive	Inactive
chr19	32373499	32374320	chr19:32373499_32374320	Enhancer	Active	Active
chr1	214102680	214103406	chr1:214102680_214103406	Enhancer	Active	Inactive
chr6	111589314	111589776	chr6:111589314_111589776	Enhancer	Active	Inactive
chr6	143673476	143674221	chr6:143673476_143674221	Enhancer	Active	Inactive
chr8	42740793	42741508	chr8:42740793_42741508	Enhancer	Inactive	Inactive
chr14	55913414	55914361	chr14:55913414_55914361	Enhancer	Inactive	Inactive
chr11	110397680	110398234	chr11:110397680_110398234	Enhancer	Inactive	Inactive
chr3	107956765	107957792	chr3:107956765_107957792	Enhancer	Inactive	Inactive
chr2	187301977	187303296	chr2:187301977_187303296	Enhancer	Active	Inactive
chr3	30282201	30282850	chr3:30282201_30282850	Enhancer	Active	Inactive
chr13	80040356	80041139	chr13:80040356_80041139	Enhancer	Active	Inactive
chr21	16530418	16531214	chr21:16530418_16531214	Enhancer	Active	Inactive
chr10	6171680	6172336	chr10:6171680_6172336	Enhancer	Active	Inactive
chr15	62035389	62035991	chr15:62035389_62035991	Enhancer	Inactive	Inactive
chr15	75823775	75824277	chr15:75823775_75824277	Enhancer	Active	Inactive
chr9	33759569	33760071	chr9:33759569_33760071	Enhancer	Inactive	Inactive
chr2	207897733	207898579	chr2:207897733_207898579	Enhancer	Inactive	Inactive
chr12	3152966	3153424	chr12:3152966_3153424	Enhancer	Inactive	Inactive
chr2	202339350	202340015	chr2:202339350_202340015	Enhancer	Inactive	Inactive
chr13	95099546	95100130	chr13:95099546_95100130	Enhancer	Active	Inactive
chr6	2850573	2851292	chr6:2850573_2851292	Enhancer	Active	Inactive
chr12	113040637	113041101	chr12:113040637_113041101	Enhancer	Inactive	Inactive
chr4	159398020	159398810	chr4:159398020_159398810	Enhancer	Active	Inactive
chr2	209476115	209477252	chr2:209476115_209477252	Enhancer	Active	Inactive
chr19	4713434	4714057	chr19:4713434_4714057	Enhancer	Active	Active
chr2	215410757	215411460	chr2:215410757_215411460	Enhancer	Active	Active
chr6	123090883	123091975	chr6:123090883_123091975	Enhancer	Active	Inactive
chr15	74573962	74574456	chr15:74573962_74574456	Enhancer	Active	Inactive
chr9	38186023	38186884	chr9:38186023_38186884	Enhancer	Active	Inactive
chr14	69586264	69586911	chr14:69586264_69586911	Enhancer	Inactive	Inactive
chr3	157262895	157263722	chr3:157262895_157263722	Enhancer	Active	Inactive
chr3	111946950	111947742	chr3:111946950_111947742	Enhancer	Active	Inactive
chr11	12019153	12020316	chr11:12019153_12020316	Enhancer	Inactive	Inactive
chr18	35282239	35282887	chr18:35282239_35282887	Enhancer	Active	Inactive
chr6	38571936	38572745	chr6:38571936_38572745	Enhancer	Active	Inactive
chr6	20542822	20543494	chr6:20542822_20543494	Enhancer	Inactive	Inactive
chr2	191036267	191036960	chr2:191036267_191036960	Enhancer	Inactive	Inactive
chr14	75205493	75206064	chr14:75205493_75206064	Enhancer	Active	Inactive
chr15	81575376	81576281	chr15:81575376_81576281	Enhancer/CTCF	Inactive	Inactive
chr9	76215998	76216691	chr9:76215998_76216691	Enhancer	Inactive	Inactive
chr14	75059465	75060217	chr14:75059465_75060217	Enhancer	Active	Inactive
chr19	40722115	40722655	chr19:40722115_40722655	Enhancer	Active	Inactive
chr4	41176995	41177523	chr4:41176995_41177523	Enhancer	Active	Inactive
chr2	218316431	218317017	chr2:218316431_218317017	Enhancer	Active	Inactive
chr1	79575176	79575879	chr1:79575176_79575879	Enhancer	Active	Inactive
chr3	101643858	101644411	chr3:101643858_101644411	Enhancer	Inactive	Inactive
chr18	10141722	10143027	chr18:10141722_10143027	Enhancer	Inactive	Inactive
chr19	56273544	56274155	chr19:56273544_56274155	Enhancer	Active	Inactive
chr12	109963616	109964323	chr12:109963616_109964323	Enhancer	Inactive	Inactive
chr13	106109040	106109906	chr13:106109040_106109906	Enhancer	Active	Inactive
chr5	130323837	130324805	chr5:130323837_130324805	Enhancer	Active	Inactive
chr8	54218410	54219361	chr8:54218410_54219361	Enhancer	Inactive	Inactive
chr2	217277495	217278240	chr2:217277495_217278240	Enhancer	Active	Inactive
chr2	216362696	216363286	chr2:216362696_216363286	Enhancer	Inactive	Inactive
chr11	76666236	76666903	chr11:76666236_76666903	Enhancer	Active	Inactive
chr1	8197562	8198226	chr1:8197562_8198226	Enhancer	Inactive	Inactive
chr12	45379144	45379709	chr12:45379144_45379709	Enhancer	Inactive	Inactive
chr9	6944027	6944728	chr9:6944027_6944728	Enhancer	Inactive	Inactive
chr2	33275655	33276383	chr2:33275655_33276383	Enhancer	Active	Inactive
chr5	62653441	62654055	chr5:62653441_62654055	Enhancer	Inactive	Inactive
chr5	150706784	150707580	chr5:150706784_150707580	Enhancer	Inactive	Inactive
chr17	32551158	32551879	chr17:32551158_32551879	Enhancer	Active	Inactive
chr5	69295011	69295634	chr5:69295011_69295634	Enhancer	Active	Inactive
chr4	124641849	124642490	chr4:124641849_124642490	Enhancer	Active	Inactive
chr1	198125875	198126606	chr1:198125875_198126606	Enhancer	Inactive	Inactive
chr10	86872663	86873373	chr10:86872663_86873373	Enhancer	Inactive	Inactive
chr5	21678342	21678967	chr5:21678342_21678967	Enhancer	Inactive	Inactive
chr16	67384980	67385593	chr16:67384980_67385593	Enhancer	Inactive	Inactive
chr8	130323938	130324494	chr8:130323938_130324494	Enhancer	Inactive	Inactive
chr1	59292545	59293052	chr1:59292545_59293052	Enhancer	Active	Inactive
chr2	234146272	234146917	chr2:234146272_234146917	Enhancer	Active	Inactive
chr12	98401439	98401930	chr12:98401439_98401930	Enhancer	Inactive	Inactive
chr7	117019785	117020801	chr7:117019785_117020801	Enhancer	Active	Inactive
chr7	74477670	74478505	chr7:74477670_74478505	Enhancer	Inactive	Inactive
chr12	65609290	65609918	chr12:65609290_65609918	Enhancer	Active	Inactive
chr11	23314045	23314998	chr11:23314045_23314998	Enhancer	Inactive	Inactive
chr10	75180459	75181492	chr10:75180459_75181492	Enhancer	Active	Inactive
chr5	147530921	147531714	chr5:147530921_147531714	Enhancer	Active	Inactive
chr8	120259205	120259838	chr8:120259205_120259838	Enhancer	Inactive	Inactive
chr5	169716113	169716750	chr5:169716113_169716750	Enhancer	Inactive	Inactive
chr10	34299088	34299703	chr10:34299088_34299703	Enhancer	Inactive	Inactive
chr1	173050668	173051454	chr1:173050668_173051454	Enhancer	Active	Inactive
chr7	121544509	121545282	chr7:121544509_121545282	Enhancer	Active	Inactive
chr3	120497198	120498012	chr3:120497198_120498012	Enhancer	Active	Inactive
chr2	111938273	111939052	chr2:111938273_111939052	Enhancer	Active	Inactive
chr21	38239607	38240810	chr21:38239607_38240810	Enhancer	Active	Inactive
chr12	123398356	123398988	chr12:123398356_123398988	Enhancer	Inactive	Inactive
chr22	27416240	27417433	chr22:27416240_27417433	Enhancer	Inactive	Inactive
chr2	236534835	236535483	chr2:236534835_236535483	Enhancer	Inactive	Inactive
chr3	71005533	71006436	chr3:71005533_71006436	Enhancer	Active	Inactive
chr7	47458062	47458576	chr7:47458062_47458576	Enhancer	Inactive	Inactive
chr5	31427026	31428031	chr5:31427026_31428031	Enhancer	Inactive	Inactive
chr5	69260982	69261608	chr5:69260982_69261608	Enhancer	Active	Inactive
chr10	73174394	73175003	chr10:73174394_73175003	Enhancer	Active	Inactive
chr7	7099285	7100044	chr7:7099285_7100044	Enhancer	Active	Inactive
chr3	171309661	171310453	chr3:171309661_171310453	Enhancer	Inactive	Inactive
chr8	133217740	133218366	chr8:133217740_133218366	Enhancer	Inactive	Inactive
chr9	114745093	114745886	chr9:114745093_114745886	Enhancer	Inactive	Inactive
chr2	69214773	69215193	chr2:69214773_69215193	Enhancer	Inactive	Inactive
chr20	47391962	47392531	chr20:47391962_47392531	Enhancer	Active	Inactive
chr8	132015930	132016548	chr8:132015930_132016548	Enhancer	Active	Inactive
chr17	19311772	19312244	chr17:19311772_19312244	Enhancer	Active	Inactive
chr17	17913904	17914356	chr17:17913904_17914356	Enhancer/CTCF	Inactive	Inactive
chr5	180026134	180026911	chr5:180026134_180026911	Enhancer	Active	Inactive
chrX	123824647	123825473	chrX:123824647_123825473	Enhancer	Active	Inactive
chr2	55425283	55425881	chr2:55425283_55425881	Enhancer/CTCF	Inactive	Inactive
chr2	101106385	101107022	chr2:101106385_101107022	Enhancer	Inactive	Inactive
chr7	137469038	137469839	chr7:137469038_137469839	Enhancer	Inactive	Inactive
chr2	56133531	56134541	chr2:56133531_56134541	Enhancer	Active	Inactive
chr7	46414683	46415604	chr7:46414683_46415604	Enhancer	Inactive	Inactive
chr3	61646588	61647607	chr3:61646588_61647607	Enhancer	Inactive	Inactive
chr17	35028426	35028938	chr17:35028426_35028938	Enhancer	Inactive	Inactive
chr3	169657406	169658032	chr3:169657406_169658032	Enhancer	Inactive	Inactive
chr15	36808047	36808835	chr15:36808047_36808835	Enhancer	Inactive	Inactive
chr11	86041694	86042521	chr11:86041694_86042521	Enhancer/CTCF	Inactive	Inactive
chr1	218473390	218474027	chr1:218473390_218474027	Enhancer	Active	Inactive
chr2	222891959	222892827	chr2:222891959_222892827	Enhancer	Inactive	Inactive
chr22	24474133	24474741	chr22:24474133_24474741	Enhancer	Inactive	Inactive
chr14	83706537	83707531	chr14:83706537_83707531	Enhancer	Active	Inactive
chr7	134866388	134867004	chr7:134866388_134867004	Enhancer	Active	Inactive
chrX	72526758	72527635	chrX:72526758_72527635	Enhancer	Inactive	Inactive
chr22	39308515	39309291	chr22:39308515_39309291	Enhancer	Active	Inactive
chr5	172748180	172748985	chr5:172748180_172748985	Enhancer	Active	Active
chr7	24882942	24883384	chr7:24882942_24883384	Enhancer	Inactive	Inactive
chr13	42266356	42267007	chr13:42266356_42267007	Enhancer	Inactive	Inactive
chr3	169542158	169543163	chr3:169542158_169543163	Enhancer	Inactive	Inactive
chr16	89301489	89302091	chr16:89301489_89302091	Enhancer	Active	Inactive
chr12	94591837	94592579	chr12:94591837_94592579	Enhancer	Active	Inactive
chr4	138221885	138222685	chr4:138221885_138222685	Enhancer	Active	Inactive
chr2	33435963	33436662	chr2:33435963_33436662	Enhancer	Active	Inactive
chr7	17207076	17207748	chr7:17207076_17207748	Enhancer	Inactive	Inactive
chr7	131521539	131522246	chr7:131521539_131522246	Enhancer	Inactive	Inactive
chr4	139791526	139792267	chr4:139791526_139792267	Enhancer	Inactive	Inactive
chr20	37542126	37542673	chr20:37542126_37542673	Enhancer	Inactive	Inactive
chr10	132588121	132588904	chr10:132588121_132588904	Enhancer	Active	Inactive
chr5	157384849	157385625	chr5:157384849_157385625	Enhancer	Active	Inactive
chr20	20802239	20802871	chr20:20802239_20802871	Enhancer	Inactive	Inactive
chr16	53085366	53086430	chr16:53085366_53086430	Enhancer	Inactive	Inactive
chr1	162605215	162606051	chr1:162605215_162606051	Enhancer	Active	Inactive
chr15	44035156	44035761	chr15:44035156_44035761	Enhancer	Inactive	Inactive
chr12	21615277	21615997	chr12:21615277_21615997	Enhancer	Inactive	Inactive
chr2	223549014	223549742	chr2:223549014_223549742	Enhancer	Inactive	Inactive
chr10	31947488	31948058	chr10:31947488_31948058	Enhancer/CTCF	Inactive	Inactive
chr2	144801751	144802281	chr2:144801751_144802281	Enhancer	Inactive	Inactive
chr10	118041205	118041949	chr10:118041205_118041949	Enhancer	Inactive	Inactive
chr3	96266330	96267329	chr3:96266330_96267329	Enhancer	Active	Inactive
chr6	129852201	129852748	chr6:129852201_129852748	Enhancer	Inactive	Inactive
chr4	169314746	169315527	chr4:169314746_169315527	Enhancer/Promoter	Inactive	Inactive
chr4	5030077	5030779	chr4:5030077_5030779	Enhancer	Active	Inactive
chr2	128196238	128196837	chr2:128196238_128196837	Enhancer	Inactive	Inactive
chr8	80020353	80021109	chr8:80020353_80021109	Enhancer	Inactive	Inactive
chr9	121963358	121964240	chr9:121963358_121964240	Enhancer	Active	Active
chr13	24142810	24143351	chr13:24142810_24143351	Enhancer	Active	Inactive
chr3	100875087	100875798	chr3:100875087_100875798	Enhancer	Inactive	Inactive
chr2	65042922	65043627	chr2:65042922_65043627	Enhancer	Active	Inactive
chr11	125082902	125083504	chr11:125082902_125083504	Enhancer	Active	Inactive
chr7	2870454	2871048	chr7:2870454_2871048	Enhancer	Inactive	Inactive
chr10	95813907	95814414	chr10:95813907_95814414	Enhancer	Active	Inactive
chr16	84071944	84072473	chr16:84071944_84072473	Enhancer	Inactive	Inactive
chr22	46934796	46935353	chr22:46934796_46935353	Enhancer	Active	Inactive
chr6	127420344	127421066	chr6:127420344_127421066	Enhancer	Active	Inactive
chr22	46876104	46876879	chr22:46876104_46876879	Enhancer	Inactive	Inactive
chr3	119627317	119627895	chr3:119627317_119627895	Enhancer	Inactive	Inactive
chr14	62209189	62209910	chr14:62209189_62209910	Enhancer	Active	Inactive
chr6	128483597	128484290	chr6:128483597_128484290	Enhancer	Active	Inactive
chr13	30877179	30877856	chr13:30877179_30877856	Enhancer	Inactive	Inactive
chr2	19971600	19972248	chr2:19971600_19972248	Enhancer	Active	Inactive
chr16	70706999	70707526	chr16:70706999_70707526	Enhancer	Inactive	Inactive
chr3	101195745	101196549	chr3:101195745_101196549	CTCF	Active	Inactive
chr10	31864650	31865289	chr10:31864650_31865289	Enhancer	Inactive	Inactive
chr16	19589624	19590520	chr16:19589624_19590520	Enhancer	Active	Inactive
chr2	131668713	131669656	chr2:131668713_131669656	Enhancer	Active	Inactive
chr3	184319676	184320476	chr3:184319676_184320476	Enhancer	Active	Inactive
chr9	78038711	78039382	chr9:78038711_78039382	Enhancer	Inactive	Inactive
chr8	38794829	38795450	chr8:38794829_38795450	Enhancer	Inactive	Inactive
chr16	58317472	58318179	chr16:58317472_58318179	Enhancer	Inactive	Inactive
chr4	38237017	38237626	chr4:38237017_38237626	Enhancer	Inactive	Inactive
chr11	58334572	58335440	chr11:58334572_58335440	Enhancer	Active	Inactive
chr2	177474827	177475494	chr2:177474827_177475494	Enhancer	Inactive	Inactive
chr5	170491300	170492021	chr5:170491300_170492021	Enhancer	Active	Inactive
chr5	172798274	172798849	chr5:172798274_172798849	Enhancer	Active	Inactive
chr19	17717222	17717745	chr19:17717222_17717745	Enhancer	Inactive	Inactive
chr3	107661917	107662591	chr3:107661917_107662591	Enhancer	Inactive	Inactive
chr10	77160515	77161159	chr10:77160515_77161159	Enhancer	Active	Active
chrX	28498021	28499399	chrX:28498021_28499399	Enhancer	Active	Inactive
chr16	4852135	4852699	chr16:4852135_4852699	Enhancer	Active	Inactive
chr13	91269956	91270555	chr13:91269956_91270555	Enhancer	Inactive	Inactive
chr3	56323856	56324485	chr3:56323856_56324485	Enhancer	Inactive	Inactive
chr8	89611697	89612336	chr8:89611697_89612336	Enhancer	Inactive	Inactive
chr3	55885545	55886267	chr3:55885545_55886267	Enhancer/CTCF	Inactive	Inactive
chr2	12965360	12966037	chr2:12965360_12966037	Enhancer	Active	Inactive
chr11	82794467	82794970	chr11:82794467_82794970	Enhancer	Inactive	Inactive
chr21	38679550	38680050	chr21:38679550_38680050	Enhancer	Inactive	Inactive
chr12	79444030	79444619	chr12:79444030_79444619	Enhancer	Inactive	Inactive
chr10	48550070	48550510	chr10:48550070_48550510	Enhancer	Inactive	Inactive
chr2	196419993	196420741	chr2:196419993_196420741	Enhancer	Inactive	Inactive
chr18	68083060	68084624	chr18:68083060_68084624	Enhancer	Inactive	Inactive
chr1	167654834	167655909	chr1:167654834_167655909	Enhancer	Inactive	Inactive
chr3	126472160	126472767	chr3:126472160_126472767	Enhancer	Inactive	Inactive
chr1	178192412	178193357	chr1:178192412_178193357	Enhancer	Active	Inactive
chr10	73601349	73601927	chr10:73601349_73601927	Enhancer	Inactive	Inactive
chr3	101926539	101927190	chr3:101926539_101927190	Enhancer	Inactive	Inactive
chr3	197216139	197216738	chr3:197216139_197216738	Enhancer	Inactive	Inactive
chr5	132947490	132948255	chr5:132947490_132948255	Enhancer	Active	Inactive
chr9	73143868	73144431	chr9:73143868_73144431	Enhancer	Inactive	Inactive
