chromosome	start	finish	huvec	CD14pos	kera
chr10	73167574	73168833	Promoter	Enhancer	
chr10	73204751	73205190	Enhancer/CTCF		
chr10	73246254	73247752	Enhancer/Promoter	Enhancer	Promoter
chr10	73252039	73253214	Promoter	Enhancer	Promoter
chr10	73358340	73359138	Promoter	Enhancer/Promoter	Promoter
chr10	73412710	73414422	Promoter	Enhancer	Promoter
chr10	73495018	73496424	Promoter	Enhancer	Promoter
chr10	73528863	73530009	CTCF		
chr10	73624881	73625327			Promoter
chr10	73625617	73626391		Promoter	Promoter
chr10	73643768	73645002			CTCF
chr10	73645167	73645712		Enhancer	
chr10	73650407	73651035		Enhancer	
chr10	73717520	73718048		Enhancer	
chr10	73729667	73730909		Promoter	
chr10	73743635	73745059	Promoter	Enhancer	
chr10	73771872	73773359	Promoter	Promoter	
chr10	73781574	73782682	Promoter	Promoter	
chr10	73785003	73786539	Promoter	Promoter	
chr10	73810354	73812266	Promoter	Enhancer	
chr10	73816072	73816507		Enhancer	
chr10	73819289	73820321			CTCF
chr10	73836965	73837593	Enhancer		
chr10	73843232	73843689		Enhancer	
chr10	73848494	73849781			CTCF
chr10	73862017	73862484		Enhancer	
chr10	73865649	73866438		Enhancer	
chr10	73874271	73875538		Enhancer/Promoter	
chr10	73879362	73880468			CTCF
chr10	73885731	73886982	Enhancer/CTCF		
chr10	73887230	73888209			Enhancer
chr10	73888344	73889817			Enhancer
chr10	73898998	73900464	Enhancer	Enhancer	Enhancer
chr10	73902346	73902808		Enhancer	
chr10	73905499	73906323		Enhancer	
chr10	73906446	73908425	Enhancer	Enhancer	Enhancer
chr10	73908700	73909798	Enhancer	Enhancer	Promoter
chr10	73910760	73912027		Enhancer/Promoter	
chr10	73916737	73917523		Enhancer	
chr10	73920034	73920505		Enhancer	
chr10	73926133	73926908		Enhancer	
chr10	73931894	73933148		Enhancer	Enhancer
chr10	73940364	73941718			CTCF
chr10	73956744	73957920	CTCF		CTCF
chr10	73958465	73958937		Enhancer	
chr10	73959387	73960149		Enhancer	
chr10	73978669	73979078		Enhancer	
chr10	73979669	73980279		Promoter	
chr10	73983743	73984138		Enhancer	
chr10	73991750	73992303		Enhancer	
chr10	73992479	73992989		Enhancer	
chr10	73993195	73993569		Enhancer	
chr10	73997324	73998752	Promoter	Promoter	Promoter
chr10	74011110	74011511		Enhancer	
chr10	74011814	74012243		Enhancer	
chr10	74033192	74033665		Enhancer	
chr10	74039498	74039925		Enhancer	
chr10	74047892	74048142		Enhancer	
chr10	74071058	74071722	Enhancer		
chr10	74078023	74078537	Enhancer		
chr10	74078802	74080265	Enhancer		
chr10	74080993	74081872			CTCF
chr10	74150201	74151848	Promoter	Promoter	Promoter
chr10	74152887	74153679			Promoter/CTCF
chr10	74166286	74167029		Enhancer	
chr10	74168849	74169690		Enhancer	
chr10	74176036	74177594	Promoter	Enhancer	Promoter
chr10	74190133	74190560		Enhancer	
chr10	74213564	74213950	CTCF		
chr10	74227753	74228489		Enhancer	
chr10	74265586	74266553			CTCF
chr10	74300677	74300945		Enhancer	
chr10	74825324	74827326	Promoter	Enhancer	Promoter
chr10	74842231	74842923		Enhancer	
chr10	74888958	74889390		Enhancer	
chr10	74924190	74924731			Enhancer
chr10	75043502	75043892		Promoter	
chr10	75099540	75101104			CTCF
chr10	75104212	75104689		Enhancer	
chr10	75108364	75109299			CTCF
chr10	75111035	75112756	Promoter	Enhancer	Promoter
chr10	75144189	75144766		Enhancer	
chr10	75187406	75188584	CTCF		
chr10	75207853	75208747			Enhancer
chr10	75209768	75211759	Promoter	Enhancer	
chr10	75224514	75226030	Enhancer		Enhancer
chr10	75230287	75231182			
chr10	75233945	75235002		Enhancer	
chr10	75235297	75236831			
chr10	75294799	75295334		Promoter	
chr10	75358567	75359651		Enhancer	Enhancer
chr10	75375698	75376473		Enhancer	
chr10	75394957	75396235	Promoter/CTCF		CTCF
chr10	75398677	75400467	Promoter	Promoter/CTCF	Promoter/CTCF
chr10	75400713	75403464	Promoter		Promoter
chr10	75407767	75408279		Enhancer/Promoter	
chr10	75409435	75409831		Enhancer	
chr10	75428332	75428924		Enhancer	
chr10	75429121	75429515			Enhancer
chr10	75429991	75430590		Enhancer	
chr10	75431036	75432032		Enhancer	
chr10	75434276	75434708		Enhancer	
chr10	75468946	75469702		Enhancer	Enhancer
chr10	75499800	75500080		Enhancer	
chr10	75506166	75506513		Enhancer	
chr10	75528297	75528855		Enhancer	
chr10	75530270	75530762		Enhancer	
chr10	75532453	75532931		Enhancer	
chr10	75590534	75590960	Enhancer/CTCF		
chr10	75611228	75611861		Promoter	
chr10	75612748	75613416		Enhancer	
chr10	75617472	75617865		Enhancer	
chr10	75772268	75772638		Promoter	
chr10	75922190	75922951			CTCF
chr10	75956071	75956341		Enhancer	
chr10	75956644	75957023		Enhancer	
chr10	75957293	75957738		Enhancer	
chr10	76033663	76033951		Enhancer	
chr10	76035996	76037316			CTCF
chr10	76086783	76087559			CTCF
chr10	76103113	76103838			
chr10	76303313	76304318	CTCF		CTCF
chr10	76311563	76312321			CTCF
chr10	76352199	76352836	Enhancer		
chr10	76403750	76404445		Enhancer	
chr10	76404482	76404962		Enhancer	
chr10	76405833	76406372		Enhancer	
chr10	76547154	76548489			CTCF
chr10	76632402	76633287			CTCF
chr10	76882294	76882477		Enhancer	
chr10	76883611	76884023		Enhancer	
chr10	76887868	76888038		Enhancer	
chr10	76984498	76986214			CTCF
chr10	77004597	77005738		CTCF	
chr10	77032196	77032557		Enhancer	
chr10	77036751	77037985		CTCF	CTCF
chr10	77079599	77080320		Enhancer	
chr10	77111530	77112702		CTCF	
chr10	77160515	77161163	Enhancer		Enhancer
chr10	77163856	77164452	Enhancer		Enhancer
chr10	77165042	77166517			
chr10	77173105	77174506			CTCF
chr10	77244252	77244714		Enhancer	
chr10	77245712	77246703		Enhancer	
chr10	77246929	77247540		Enhancer	
chr10	77350517	77351156			Enhancer
chr10	77355806	77356376			Enhancer
chr10	77391352	77393429			
chr10	77428561	77429335			CTCF
chr10	77504516	77506460			Enhancer
chr10	77513706	77514605			Enhancer
chr10	77531374	77532486			Enhancer
chr10	77552123	77552643		Enhancer	
chr10	77554819	77555431		Enhancer	
chr10	77555801	77556337		Enhancer	
chr10	77582650	77583227			Enhancer
chr10	77620739	77621123		Enhancer	
chr10	77622798	77623215		Enhancer	
chr10	77641548	77642696			CTCF
chr10	77643760	77644760			
chr10	77711047	77712565			CTCF
chr10	77718999	77720456		CTCF	CTCF
chr10	77737376	77738210	Enhancer		
chr10	77756198	77757326			CTCF
chr10	77836113	77836759		Enhancer	
chr10	77845016	77845607	Enhancer		
chr10	77846107	77847471			Enhancer/CTCF
chr10	77898332	77899633			Enhancer
chr10	77919557	77920174			Enhancer
chr10	78025591	78026252	Enhancer		
chr10	78028901	78030313			
chr10	78033314	78034532	Promoter	Promoter	Promoter
chr10	78046640	78048018	CTCF		CTCF
chr10	78250222	78250796		Enhancer	
chr10	78255948	78256601		Enhancer	
chr10	78259317	78259823		Enhancer	
chr10	78299650	78300581		Enhancer	
chr10	78302816	78304035	Promoter/CTCF	Enhancer/CTCF	
chr10	78335444	78336634	Enhancer		
chr10	78362407	78362816		Enhancer	
chr10	78457716	78458704	Enhancer		
chr10	78577664	78578203		Enhancer	
chr10	78578685	78579511		Enhancer	
chr10	78605839	78606382			CTCF
chr10	78657220	78658131	CTCF	CTCF	CTCF
chr10	78700329	78700846	Enhancer		
chr10	78754193	78755040		Enhancer	
chr10	78756452	78757926	Enhancer	Enhancer	
chr10	78937428	78938793	Enhancer/CTCF	Enhancer/CTCF	
chr10	78972586	78975371			CTCF
chr10	79046704	79047439		Enhancer	
chr10	79048200	79048623		Enhancer	
chr10	79066841	79068358	Promoter	Enhancer/Promoter	
chr10	79068462	79069256	Promoter	Enhancer	Promoter
chr10	79069659	79070267		Promoter	
chr10	79070729	79071608		Enhancer	
chr10	79079634	79080311		Enhancer	
chr10	79081257	79081693		Enhancer	
chr10	79083660	79085152	Enhancer	Promoter	
chr10	79093574	79094355		Enhancer	
chr10	79127100	79127955		Enhancer	
chr10	79128906	79129846	Enhancer		
chr10	79132668	79133040		Enhancer	
chr10	79139014	79139391		Enhancer	
chr10	79146570	79147229		Enhancer	
chr10	79148299	79149265	Enhancer	Enhancer	
chr10	79149483	79150623		Enhancer	
chr10	79151425	79152199	Enhancer	Enhancer	Enhancer
chr10	79155105	79155829		Enhancer	
chr10	79157496	79158002	Enhancer		
chr10	79159174	79160293	Enhancer		
chr10	79176797	79177696	Enhancer		
chr10	79178441	79179273	Enhancer		
chr10	79195126	79197688			CTCF
chr10	79202454	79202907		CTCF	
chr10	79239156	79239871		Enhancer	
chr10	79241801	79243580	Promoter	Enhancer	
chr10	79243637	79244059		Enhancer	
chr10	79244668	79245381		Promoter	
chr10	79245477	79245929		Enhancer	
chr10	79247674	79248993		Enhancer	
chr10	79249605	79250817		Enhancer	
chr10	79265941	79267320	Enhancer	Enhancer	
chr10	79267513	79269188		Enhancer	
chr10	79270369	79271410		Enhancer	
chr10	79273988	79274921		Enhancer	
chr10	79285245	79287201	Enhancer	Enhancer	
chr10	79292586	79294890			CTCF
chr10	79295263	79296210		Enhancer	
chr10	79298586	79299244		Enhancer	
chr10	79299321	79300185		Enhancer	
chr10	79316612	79318409		Enhancer	Enhancer
chr10	79320354	79321806		Enhancer	Enhancer
chr10	79322657	79323739		Enhancer	
chr10	79331102	79332303		Enhancer	
chr10	79332591	79333135		Enhancer	
chr10	79344807	79345766		Enhancer	
chr10	79346794	79348663			Promoter/CTCF
chr10	79352345	79353615		Enhancer	
chr10	79355527	79356645		Enhancer	
chr10	79373856	79375195			CTCF
chr10	79400106	79401165	CTCF		CTCF
chr10	79413224	79413742		Enhancer	
chr10	79417448	79417611		Enhancer	
chr10	79419729	79420306		Enhancer	
chr10	79444570	79445281		Enhancer	
chr10	79445348	79446449	Promoter	Promoter	
chr10	79454250	79454756			Enhancer
chr10	79467168	79468608			
chr10	79487234	79488352			
chr10	79502192	79503069			CTCF
chr10	79509115	79510309	CTCF		CTCF
chr10	79537047	79537735			
chr10	79542715	79543034		Enhancer	
chr10	79561823	79562810		CTCF	CTCF
chr10	79685053	79685529			CTCF
chr10	79758348	79759180			CTCF
chr10	79778014	79778425	Enhancer		
chr10	79778861	79780951			
chr10	79825634	79827453	Promoter	Enhancer	Promoter
chr10	79904490	79905760	Promoter	Enhancer/Promoter	
chr10	79914412	79915082		CTCF	
chr10	79929106	79930653			CTCF
chr10	79933874	79934560	Enhancer		
chr10	79938546	79939593		Enhancer	
chr10	79948938	79949695		Enhancer	
chr10	80044879	80045511			CTCF
chr10	80046541	80048358			CTCF
chr10	80058426	80059760	CTCF		
chr10	80078414	80079646	Promoter	Promoter	
chr10	80143346	80144584			
chr10	80158480	80159077		Enhancer	
chr10	80165113	80166817		Enhancer	
chr10	80187469	80188376		Enhancer	
chr10	80193554	80194171		Enhancer	
chr10	80199714	80200416		Enhancer	
chr10	80201427	80202010		Enhancer	
chr10	80203071	80203821		Promoter	
chr10	80205118	80206164		Promoter	
chr10	80222426	80223106		CTCF	CTCF
chr10	80249909	80251273	CTCF		CTCF
chr10	80256502	80257414			CTCF
chr10	80260126	80261907		CTCF	CTCF
chr10	80356574	80356956		Promoter	
chr10	80377784	80378861	CTCF	CTCF	CTCF
chr10	80382762	80383570			CTCF
chr10	80388241	80388737		Enhancer	
chr10	80388979	80389333		Enhancer	
chr10	80392223	80392704		Enhancer	
chr10	80407547	80409015	Promoter	Promoter	
chr10	80410100	80412230	Promoter		Enhancer
chr10	80412296	80413086	Enhancer		
chr10	80413335	80414953	Enhancer		
chr10	80415821	80416988	Enhancer		
chr10	80443423	80445317	Enhancer/CTCF		CTCF
chr10	80448594	80448935		Enhancer	
chr10	80449164	80449621		Enhancer	
chr10	80453648	80454660		Enhancer	
chr10	80458953	80459540		Enhancer	
chr10	80461007	80461640		Enhancer	
chr10	80462285	80463846	Enhancer	Enhancer	
chr10	80464545	80465519	Enhancer		
chr10	80467791	80468602	Enhancer		
chr10	80470909	80472867	Enhancer		Enhancer
chr10	80483776	80484191		Enhancer	
chr10	80485029	80485436		Promoter	
chr10	80485620	80486750		Promoter	
chr10	80487594	80488263		Enhancer	
chr10	80491485	80492147		Enhancer	
chr10	80493574	80493952		Enhancer	
chr10	80495077	80495717		Enhancer	
chr10	80497155	80499553			Enhancer
chr10	80499864	80501010		Enhancer	
chr10	80504155	80504776		Promoter	
chr10	80504813	80506785			
chr10	80509526	80510205			Enhancer
chr10	80523696	80524170		Enhancer	
chr10	80526709	80527242		Enhancer	
chr10	80528068	80528716		Enhancer	
chr10	80529494	80530793		Enhancer	
chr10	80535453	80536606	Promoter/CTCF		CTCF
chr10	80596161	80597419			CTCF
chr10	80597926	80600246	CTCF		CTCF
chr10	80660333	80661255		Enhancer	
chr10	80661785	80663537			CTCF
chr10	80663547	80664757			CTCF
chr10	80698859	80700403			CTCF
chr10	80855047	80855989			CTCF
chr10	80924354	80924708	CTCF		
chr10	80945039	80945803			CTCF
chr10	81018838	81019959			CTCF
chr10	81081722	81082429			CTCF
chr10	81866375	81867482	Enhancer		
chr10	81874231	81874917	Promoter		
chr10	81919667	81920774	CTCF		
chr10	83166187	83166810			CTCF
chr10	83870802	83872743	CTCF	CTCF	CTCF
chr10	84008428	84009552	CTCF	CTCF	CTCF
chr10	84026401	84027455		CTCF	CTCF
chr10	84139044	84140471		Enhancer	Promoter
chr10	84148019	84148365		CTCF	
chr10	84178519	84179924			Enhancer
chr10	84203892	84204729			CTCF
chr10	84205375	84206227		CTCF	CTCF
chr10	84214255	84215146			CTCF
chr10	84256725	84257610			CTCF
chr10	84263864	84265606	CTCF		CTCF
chr10	84267279	84268125			CTCF
chr10	84296113	84297130	Enhancer		
chr10	84308599	84309463	Enhancer	Enhancer	
chr10	84328041	84329656	Promoter	Enhancer	Promoter
chr10	84351690	84353018			
chr10	84374703	84375429			CTCF
chr10	84429643	84430853		CTCF	CTCF
chr10	84537116	84538365	CTCF		
chr10	84539944	84541899	Promoter/CTCF		CTCF
chr10	84613246	84614163			CTCF
chr10	84665566	84666434			CTCF
chr10	84715620	84716393	CTCF		
chr10	84783034	84783867			CTCF
chr10	85361396	85361829	Enhancer/CTCF		
chr10	85547373	85548562			CTCF
chr10	85642258	85643271			Enhancer
chr10	85643725	85644296			Enhancer
chr10	86100313	86101106			CTCF
chr10	86225000	86225510		Enhancer	
chr10	86229257	86229737		Enhancer	
chr10	86234079	86234406		Enhancer	
chr10	86354763	86355199		Enhancer	
chr10	86355406	86355925		Enhancer	
chr10	86362963	86363721			CTCF
chr10	86376836	86378486			CTCF
chr10	86399438	86400600			
chr10	86439433	86440401		Enhancer	
chr10	86441150	86441593		Enhancer	
chr10	86449938	86450321		Enhancer	
chr10	86452825	86453262	Enhancer/CTCF		
chr10	86520888	86522401	Promoter	Enhancer	
chr10	86580418	86580939		Enhancer	
chr10	86585203	86586798			CTCF
chr10	86687903	86689263			CTCF
chr10	86693358	86694547	CTCF	CTCF	
chr10	86710782	86711617			CTCF
chr10	86756171	86756719		Promoter	
chr10	86868196	86868972	Enhancer		
chr10	86899453	86900331		CTCF	
chr10	86939213	86940172			CTCF
chr10	86953586	86954893	Enhancer/Promoter		
chr10	86960117	86961161			CTCF
chr10	86966242	86967930			Promoter/CTCF
chr10	86968219	86969759			Promoter
chr10	86970078	86970528			Promoter
chr10	86970819	86972567		Enhancer	Promoter
chr10	87054550	87055287		Enhancer	
chr10	87083834	87084980	Enhancer	Enhancer	
chr10	87093933	87095910		Enhancer	
chr10	87132167	87132583		Enhancer	
chr10	87148870	87149777		CTCF	
chr10	87184274	87184946		Enhancer	
chr10	87185258	87185750		Enhancer	
chr10	87185940	87186460		Enhancer	
chr10	87203116	87204174			Promoter/CTCF
chr10	87213097	87213592		Enhancer	
chr10	87214316	87215307			CTCF
chr10	87216092	87216606		Enhancer	
chr10	87280545	87281225			CTCF
chr10	87301067	87302993			
chr10	87341680	87343580	Promoter		
chr10	87398426	87398852		Enhancer	
chr10	87434940	87436940			
chr10	87456694	87457504	CTCF		CTCF
chr10	87504324	87505905	Promoter	Promoter	Promoter/CTCF
chr10	87533422	87534171		CTCF	
chr10	87546132	87546648		Enhancer	
chr10	87635639	87636234		Enhancer	
chr10	87656026	87657951	Enhancer		CTCF
chr10	87659452	87661144	Promoter	Promoter	
chr10	87668669	87669080		Enhancer	
chr10	87734898	87735859			
chr10	87743118	87743620		Enhancer	
chr10	87760120	87760672		Enhancer	
chr10	87817830	87818509		Promoter	
chr10	87818831	87819248		Promoter	
chr10	87850596	87851265			CTCF
chr10	87859901	87860707			CTCF
chr10	87861463	87863000	Promoter	Enhancer	Promoter
chr10	87863038	87863886	Promoter	Promoter	
chr10	87915539	87916667	Enhancer		
chr10	87918224	87919113	Enhancer		
chr10	87961087	87961835	Enhancer		
chr10	88027402	88028025		Enhancer	
chr10	88042590	88043243		Enhancer	Enhancer
chr10	88049960	88050387	CTCF		
chr10	88064464	88065878		Promoter	
chr10	88066301	88066756		Promoter	
chr10	88066811	88067416		Promoter	
chr10	88067683	88068180		Promoter	
chr10	88070065	88070529		Enhancer	
chr10	88071810	88072420		Enhancer	
chr10	88082784	88083193		Enhancer	
chr10	88090526	88090884		Enhancer	
chr10	88091395	88092092		Enhancer	
chr10	88096965	88098004		Enhancer	
chr10	88103621	88103898		Enhancer	
chr10	88104209	88104597		Enhancer	
chr10	88106305	88106817		Enhancer	
chr10	88107418	88108800		Enhancer	
chr10	88113287	88113644		Enhancer	
chr10	88114156	88114870		Enhancer	CTCF
chr10	88116010	88116894		Enhancer	
chr10	88117791	88118473		Enhancer	
chr10	88118620	88119196		Enhancer	
chr10	88120030	88121029		Enhancer	
chr10	88131075	88132329			
chr10	88152677	88153295	Enhancer		
chr10	88187485	88187867		Enhancer	
chr10	88270982	88272325		Enhancer	
chr10	88281897	88282258		Enhancer	
chr10	88333245	88333632		Enhancer	
chr10	88387145	88387542		Enhancer/Promoter	
chr10	88389208	88390287		CTCF	
chr10	88553003	88553801	CTCF		
chr10	88582700	88583801			CTCF
chr10	88597897	88598421		Enhancer	
chr10	88642951	88643423		Enhancer	
chr10	88650984	88651764	Enhancer		
chr10	88687524	88688470		CTCF	
chr10	88707544	88708308	Enhancer		
chr10	88728374	88728823		CTCF	
chr10	88759359	88760336		Promoter	
chr10	88791851	88792295		Enhancer/CTCF	
chr10	88792511	88793203		Enhancer	
chr10	88809822	88811268	CTCF		
chr10	88833690	88834162		Enhancer	
chr10	88835013	88836349			CTCF
chr10	88848413	88848967		Enhancer	
chr10	88849295	88849708		Enhancer	
chr10	88851619	88852255		Enhancer	
chr10	88853037	88853717		Enhancer	
chr10	88858433	88858891		Enhancer	
chr10	88865504	88865902		CTCF	
chr10	88880131	88881063	Promoter	Enhancer	
chr10	88901436	88902081		Enhancer	
chr10	88932254	88933617			CTCF
chr10	88934524	88936228			
chr10	88986958	88987349		Enhancer/CTCF	
chr10	88989873	88991652		Enhancer	
chr10	88991732	88992234		Enhancer	
chr10	88993157	88993571		Enhancer	
chr10	88996943	88997407		Enhancer	
chr10	89029541	89030503			CTCF
chr10	89030742	89031235		Enhancer	
chr10	89032008	89032727		Enhancer	
chr10	89086601	89087287		Enhancer	
chr10	89091034	89091450		Enhancer	
chr10	89114682	89115781	Enhancer		
chr10	89121225	89121679		Enhancer	
chr10	89122377	89123169		Enhancer	
chr10	89123251	89123939		Enhancer	
chr10	89156077	89156744		Enhancer	
chr10	89163611	89164467		Promoter	
chr10	89207143	89208050		Enhancer/Promoter	
chr10	89208126	89208517		Enhancer/Promoter	
chr10	89213149	89213790			CTCF
chr10	89216726	89218568	CTCF		
chr10	89224664	89225711	CTCF		
chr10	89235076	89235941		Enhancer	
chr10	89241772	89242461		Enhancer	
chr10	89242733	89243569		Enhancer	
chr10	89251255	89252359	Promoter	Enhancer/Promoter	Promoter
chr10	89255759	89256828		Enhancer	
chr10	89259777	89261410			
chr10	89295631	89296127		Enhancer	
chr10	89296191	89296819		Enhancer	
chr10	89301250	89302576	Promoter	Enhancer	
chr10	89302696	89303065		Enhancer	
chr10	89326016	89326423	CTCF		
chr10	89327601	89328533		Enhancer	
chr10	89332229	89332686		Enhancer	
chr10	89333288	89334381		Promoter	
chr10	89351887	89352772			Enhancer
chr10	89369477	89369878	CTCF		
chr10	89384785	89385366		Enhancer	
chr10	89392139	89392867	Promoter	Enhancer/Promoter	Promoter
chr10	89414281	89415792		Enhancer	
chr10	89425742	89427071		CTCF	
chr10	89563730	89564806	CTCF	CTCF	
chr10	89643693	89645720	Promoter		
chr10	89664992	89665819			CTCF
chr10	89701011	89702400	Promoter	Enhancer	Promoter/CTCF
chr10	89793148	89794285			CTCF
chr10	89888313	89889020		Enhancer	
chr10	90006979	90007766			
chr10	90050967	90052047			Enhancer
chr10	90227064	90228166			Enhancer
chr10	90592811	90593446	CTCF		CTCF
chr10	90652411	90653123			CTCF
chr10	90750804	90752035	CTCF		
chr10	90777573	90778120		Enhancer	
chr10	90779551	90779952		Enhancer	
chr10	90787628	90788582	CTCF	CTCF	CTCF
chr10	90834250	90834807			Enhancer
chr10	90847364	90847921			Enhancer
chr10	90857268	90858757			
chr10	90859337	90859923		Enhancer	
chr10	90862711	90863585	CTCF	CTCF	
