chr	start	end	id	RE_rule	Active_rule
chr8	55970739	55971289	chr8:55970739_55971289	Enhancer	Inactive
chr15	96270498	96271054	chr15:96270498_96271054	Enhancer	Inactive
chr16	19005562	19006260	chr16:19005562_19006260	Enhancer	Active
chr4	20809683	20810285	chr4:20809683_20810285	Enhancer	Inactive
chr1	18932400	18932849	chr1:18932400_18932849	Enhancer	Inactive
chr1	235397563	235398212	chr1:235397563_235398212	Enhancer	Active
chr15	70741735	70742304	chr15:70741735_70742304	Enhancer	Inactive
chr16	4214064	4214610	chr16:4214064_4214610	Enhancer	Inactive
chr5	43432275	43432884	chr5:43432275_43432884	Enhancer	Inactive
chr7	105791773	105792480	chr7:105791773_105792480	Enhancer	Inactive
chr21	35159633	35160386	chr21:35159633_35160386	Enhancer	Active
chr3	194586737	194587339	chr3:194586737_194587339	Enhancer	Active
chr8	27482998	27483621	chr8:27482998_27483621	Enhancer/Promoter	Inactive
chr5	75091549	75092117	chr5:75091549_75092117	Enhancer	Active
chr17	15392255	15392884	chr17:15392255_15392884	Enhancer	Inactive
chr15	74193129	74193873	chr15:74193129_74193873	Enhancer	Inactive
chr7	102451173	102452035	chr7:102451173_102452035	Enhancer	Inactive
chr15	74200352	74200841	chr15:74200352_74200841	Enhancer	Inactive
chr12	27981691	27982496	chr12:27981691_27982496	Enhancer	Active
chr4	26235421	26236043	chr4:26235421_26236043	Enhancer/CTCF	Inactive
chr9	109316049	109316843	chr9:109316049_109316843	Enhancer	Inactive
chr5	90095279	90096106	chr5:90095279_90096106	Enhancer	Active
chr1	67575647	67576343	chr1:67575647_67576343	Enhancer	Active
chr1	168476488	168477406	chr1:168476488_168477406	Enhancer	Active
chr19	4380150	4380593	chr19:4380150_4380593	Enhancer	Active
chr7	99618468	99619393	chr7:99618468_99619393	Enhancer	Active
chr5	113345153	113346053	chr5:113345153_113346053	CTCF	Active
chr1	16300387	16300920	chr1:16300387_16300920	Enhancer	Inactive
chr13	36986465	36987387	chr13:36986465_36987387	Enhancer	Active
chr18	76573544	76574105	chr18:76573544_76574105	Enhancer	Active
chr1	66436333	66436969	chr1:66436333_66436969	Enhancer/CTCF	Inactive
chr4	158461238	158462011	chr4:158461238_158462011	Enhancer	Active
chr14	55806871	55807621	chr14:55806871_55807621	Enhancer	Inactive
chr8	101436921	101437734	chr8:101436921_101437734	Enhancer	Active
chr13	31970399	31971185	chr13:31970399_31971185	Enhancer	Inactive
chr2	96540022	96540549	chr2:96540022_96540549	Enhancer/CTCF	Inactive
chr18	62634898	62635568	chr18:62634898_62635568	Enhancer/Promoter	Inactive
chr4	99710887	99711447	chr4:99710887_99711447	Enhancer	Active
chr1	47650113	47650750	chr1:47650113_47650750	Enhancer	Inactive
chr18	50869988	50870672	chr18:50869988_50870672	Enhancer	Active
chr22	32996594	32997256	chr22:32996594_32997256	Enhancer	Inactive
chr1	94646784	94647457	chr1:94646784_94647457	Enhancer	Active
chr2	113282986	113283484	chr2:113282986_113283484	Enhancer	Active
chr2	235171442	235171861	chr2:235171442_235171861	Enhancer/CTCF	Inactive
chr19	46040996	46041521	chr19:46040996_46041521	Enhancer/Promoter	Inactive
chr7	94643734	94644596	chr7:94643734_94644596	Enhancer	Active
chr14	69005563	69006165	chr14:69005563_69006165	Enhancer/Promoter	Inactive
chr1	119279346	119280020	chr1:119279346_119280020	Enhancer	Active
chr13	45235922	45236527	chr13:45235922_45236527	Enhancer	Active
chr11	35530102	35530646	chr11:35530102_35530646	Enhancer	Inactive
chr2	127084972	127085693	chr2:127084972_127085693	Enhancer/Promoter	Inactive
chr8	11812527	11813798	chr8:11812527_11813798	Enhancer	Active
chr2	47143648	47144279	chr2:47143648_47144279	Enhancer	Active
chr2	46855100	46856235	chr2:46855100_46856235	Enhancer	Active
chr9	33619530	33620015	chr9:33619530_33620015	Enhancer	Inactive
chr19	1914054	1914616	chr19:1914054_1914616	Enhancer/CTCF	Inactive
chr1	21324445	21325122	chr1:21324445_21325122	Enhancer	Active
chr2	3168450	3169020	chr2:3168450_3169020	Enhancer	Inactive
chr9	36298467	36299153	chr9:36298467_36299153	Enhancer	Inactive
chr8	122805844	122806400	chr8:122805844_122806400	Enhancer	Active
chr1	40015071	40015619	chr1:40015071_40015619	Enhancer	Active
chr2	12507121	12507825	chr2:12507121_12507825	Enhancer	Inactive
chr5	135156552	135157482	chr5:135156552_135157482	Enhancer	Inactive
chr2	54728565	54729204	chr2:54728565_54729204	Enhancer/CTCF	Inactive
chr13	46595163	46596220	chr13:46595163_46596220	Enhancer	Active
chr2	70328847	70329646	chr2:70328847_70329646	Enhancer	Active
chr16	71337590	71338087	chr16:71337590_71338087	Enhancer	Active
chr8	105849358	105850117	chr8:105849358_105850117	Enhancer	Inactive
chr11	4484210	4484740	chr11:4484210_4484740	Enhancer/Promoter	Inactive
chr6	18325983	18326494	chr6:18325983_18326494	Enhancer	Active
chr6	142413275	142414040	chr6:142413275_142414040	Enhancer	Inactive
chr9	69096959	69097556	chr9:69096959_69097556	Enhancer	Active
chr1	145782201	145782844	chr1:145782201_145782844	Enhancer	Active
chr14	24595085	24596003	chr14:24595085_24596003	Enhancer	Active
chr1	168320952	168321430	chr1:168320952_168321430	Enhancer	Inactive
chr4	151573832	151574442	chr4:151573832_151574442	Enhancer	Active
chr11	130931978	130932634	chr11:130931978_130932634	Enhancer	Inactive
chrX	68935223	68935910	chrX:68935223_68935910	Enhancer	Inactive
chr3	14480115	14480807	chr3:14480115_14480807	Enhancer	Inactive
chr11	126353261	126354330	chr11:126353261_126354330	Enhancer	Active
chr11	118076584	118077205	chr11:118076584_118077205	Enhancer	Inactive
chr6	40906716	40907261	chr6:40906716_40907261	Enhancer	Inactive
chr14	91149337	91149952	chr14:91149337_91149952	Enhancer	Inactive
chr15	101168013	101168683	chr15:101168013_101168683	Enhancer	Active
chr11	118165943	118166647	chr11:118165943_118166647	CTCF	Inactive
chr2	227411104	227411806	chr2:227411104_227411806	Enhancer	Active
chr12	95763853	95764415	chr12:95763853_95764415	Enhancer/Promoter	Inactive
chr14	97917043	97917687	chr14:97917043_97917687	Enhancer	Inactive
chr13	102911136	102911917	chr13:102911136_102911917	Enhancer	Active
chr14	24673537	24674128	chr14:24673537_24674128	Enhancer	Inactive
chr16	15305794	15306383	chr16:15305794_15306383	Enhancer	Active
chr1	6157622	6158163	chr1:6157622_6158163	Enhancer	Active
chr1	54167721	54168187	chr1:54167721_54168187	Enhancer	Inactive
chr20	5065894	5066469	chr20:5065894_5066469	Enhancer	Active
chr1	7401733	7402384	chr1:7401733_7402384	Enhancer	Active
chr2	150271851	150272428	chr2:150271851_150272428	Enhancer	Inactive
chr14	24259125	24259708	chr14:24259125_24259708	Enhancer	Inactive
chr20	51360405	51361413	chr20:51360405_51361413	Enhancer	Active
chr1	43048541	43049138	chr1:43048541_43049138	Enhancer	Inactive
chr8	127339885	127340509	chr8:127339885_127340509	Enhancer	Active
chr12	10205052	10205668	chr12:10205052_10205668	Enhancer	Active
chr6	29967398	29967947	chr6:29967398_29967947	Enhancer/CTCF	Inactive
chr11	120431936	120432579	chr11:120431936_120432579	Enhancer	Inactive
chr8	129105535	129106132	chr8:129105535_129106132	Enhancer	Inactive
chr1	208047508	208047882	chr1:208047508_208047882	Enhancer	Inactive
chr11	120295051	120295537	chr11:120295051_120295537	Enhancer/Promoter	Inactive
chr6	95087339	95087928	chr6:95087339_95087928	Enhancer	Active
chr20	45905590	45906149	chr20:45905590_45906149	Enhancer	Inactive
chr19	11265591	11266076	chr19:11265591_11266076	Enhancer	Inactive
chr15	98562070	98562822	chr15:98562070_98562822	Enhancer	Active
chr6	138467804	138468447	chr6:138467804_138468447	Enhancer	Inactive
chr3	139457081	139457577	chr3:139457081_139457577	Enhancer	Inactive
chr11	108199723	108200379	chr11:108199723_108200379	Enhancer	Active
chr12	92938039	92938408	chr12:92938039_92938408	Enhancer	Active
chr16	11038699	11039276	chr16:11038699_11039276	Enhancer	Inactive
chr6	105810434	105811045	chr6:105810434_105811045	Enhancer	Active
chr15	42048736	42049244	chr15:42048736_42049244	Enhancer	Inactive
chr11	110076273	110076897	chr11:110076273_110076897	Enhancer	Active
chr19	14554393	14554864	chr19:14554393_14554864	Enhancer/CTCF	Inactive
chr19	33804164	33804732	chr19:33804164_33804732	Enhancer	Inactive
chr1	149228649	149229359	chr1:149228649_149229359	Enhancer	Active
chr10	28248119	28248628	chr10:28248119_28248628	Enhancer	Active
chrX	39260988	39262251	chrX:39260988_39262251	CTCF	Inactive
chr3	83934150	83935220	chr3:83934150_83935220	Enhancer	Active
chr12	111438395	111438937	chr12:111438395_111438937	Enhancer	Inactive
chr3	8629364	8629963	chr3:8629364_8629963	Enhancer	Inactive
chr9	125931875	125932634	chr9:125931875_125932634	Enhancer	Active
chr1	111553099	111553645	chr1:111553099_111553645	Enhancer	Inactive
chr3	98985988	98986638	chr3:98985988_98986638	Enhancer	Inactive
chr21	43306989	43307629	chr21:43306989_43307629	Enhancer	Inactive
chr5	96629649	96630355	chr5:96629649_96630355	Enhancer	Active
chr20	62377888	62379041	chr20:62377888_62379041	Enhancer	Active
chr1	151983527	151985486	chr1:151983527_151985486	Enhancer	Inactive
chr6	41625312	41625913	chr6:41625312_41625913	Enhancer	Inactive
chr7	26549525	26550460	chr7:26549525_26550460	Enhancer	Active
chr6	159279547	159280294	chr6:159279547_159280294	Enhancer/Promoter	Inactive
chr2	27844700	27845222	chr2:27844700_27845222	Enhancer	Inactive
chr2	54767651	54768425	chr2:54767651_54768425	Enhancer	Inactive
chr9	4344812	4345349	chr9:4344812_4345349	Enhancer/Promoter	Inactive
chr11	74138443	74139020	chr11:74138443_74139020	Enhancer	Active
chr1	156896573	156897173	chr1:156896573_156897173	Enhancer	Active
chr11	47189264	47189830	chr11:47189264_47189830	Enhancer	Inactive
chr3	65130511	65131377	chr3:65130511_65131377	Enhancer	Inactive
chr9	108565592	108566210	chr9:108565592_108566210	CTCF	Inactive
chr2	47339842	47340587	chr2:47339842_47340587	Enhancer	Inactive
chr20	57039415	57040060	chr20:57039415_57040060	Enhancer	Inactive
chr9	31167963	31168753	chr9:31167963_31168753	Enhancer	Active
chr17	33871587	33872168	chr17:33871587_33872168	Enhancer	Inactive
chr17	81092423	81093239	chr17:81092423_81093239	Enhancer	Active
chr20	56690438	56691086	chr20:56690438_56691086	Enhancer	Active
chr11	113446169	113446568	chr11:113446169_113446568	Enhancer	Inactive
chr1	234631627	234632309	chr1:234631627_234632309	Enhancer	Active
chr10	29630358	29630958	chr10:29630358_29630958	Enhancer	Active
chr3	150758972	150759825	chr3:150758972_150759825	Enhancer	Active
chr5	142170498	142171083	chr5:142170498_142171083	Enhancer	Inactive
chr1	34199787	34200447	chr1:34199787_34200447	Enhancer	Inactive
chr6	90411186	90411889	chr6:90411186_90411889	Enhancer	Active
chr11	19244057	19245109	chr11:19244057_19245109	Enhancer	Active
chr15	66883101	66884028	chr15:66883101_66884028	Enhancer	Inactive
chr5	76805937	76806644	chr5:76805937_76806644	Enhancer	Inactive
chr15	70437734	70438466	chr15:70437734_70438466	Enhancer/CTCF	Inactive
chr18	59718039	59718612	chr18:59718039_59718612	Enhancer	Inactive
chr2	99448438	99449076	chr2:99448438_99449076	Enhancer	Inactive
chr7	7100261	7100917	chr7:7100261_7100917	Enhancer	Active
chr11	13073400	13074050	chr11:13073400_13074050	Enhancer	Inactive
chr9	134365742	134366658	chr9:134365742_134366658	Enhancer/CTCF	Inactive
chr20	13525164	13525712	chr20:13525164_13525712	Enhancer	Inactive
chr2	96730090	96730682	chr2:96730090_96730682	Enhancer	Inactive
chr11	95512048	95513074	chr11:95512048_95513074	Enhancer	Active
chr15	71237489	71238112	chr15:71237489_71238112	Enhancer	Active
chr12	56836994	56837479	chr12:56836994_56837479	Enhancer	Inactive
chr6	57313509	57314369	chr6:57313509_57314369	Enhancer	Active
chr19	44806763	44807576	chr19:44806763_44807576	Enhancer	Inactive
chr1	16595118	16595641	chr1:16595118_16595641	Enhancer/Promoter	Inactive
chr1	19010945	19011512	chr1:19010945_19011512	Enhancer	Active
chr1	18949215	18950117	chr1:18949215_18950117	Enhancer	Active
chr9	121234185	121234920	chr9:121234185_121234920	Enhancer	Active
chr6	52672376	52672865	chr6:52672376_52672865	Enhancer	Inactive
chr1	168112868	168113428	chr1:168112868_168113428	Enhancer	Inactive
chr1	47871743	47872302	chr1:47871743_47872302	Enhancer/Promoter	Inactive
chr1	167796906	167797564	chr1:167796906_167797564	Enhancer	Active
chr3	184600745	184601542	chr3:184600745_184601542	Enhancer/Promoter	Inactive
chr2	207330753	207331428	chr2:207330753_207331428	Enhancer	Active
chr8	140987500	140988135	chr8:140987500_140988135	Enhancer	Inactive
chr6	47669630	47670444	chr6:47669630_47670444	Enhancer	Active
chr3	119206595	119207207	chr3:119206595_119207207	Enhancer/CTCF	Inactive
chr5	148992197	148992744	chr5:148992197_148992744	Enhancer	Active
chr13	21511467	21512400	chr13:21511467_21512400	Enhancer	Inactive
chr15	63018592	63019074	chr15:63018592_63019074	Enhancer	Inactive
chr2	23411622	23412322	chr2:23411622_23412322	Enhancer	Active
chr10	98460731	98461243	chr10:98460731_98461243	Enhancer	Inactive
chr9	88789678	88790229	chr9:88789678_88790229	Enhancer	Inactive
chr3	10889404	10890156	chr3:10889404_10890156	Enhancer	Active
chr11	102797952	102798491	chr11:102797952_102798491	Enhancer	Inactive
chr2	9558844	9559512	chr2:9558844_9559512	Enhancer	Inactive
chr6	44675280	44675999	chr6:44675280_44675999	CTCF	Active
chr5	143536305	143536906	chr5:143536305_143536906	Enhancer	Active
chr2	174176720	174177650	chr2:174176720_174177650	Enhancer	Active
chr1	204198577	204199139	chr1:204198577_204199139	CTCF	Inactive
chr1	204319398	204319927	chr1:204319398_204319927	Enhancer	Inactive
chr22	27412915	27413541	chr22:27412915_27413541	Enhancer	Inactive
chr12	51394057	51394651	chr12:51394057_51394651	Enhancer	Active
chr1	17191165	17191910	chr1:17191165_17191910	Enhancer	Active
chr1	205440936	205441622	chr1:205440936_205441622	Enhancer	Active
chr11	2912391	2912999	chr11:2912391_2912999	Enhancer	Inactive
chr3	46986043	46986605	chr3:46986043_46986605	Enhancer	Inactive
chr1	206175127	206175942	chr1:206175127_206175942	Enhancer/CTCF	Inactive
chr9	76180466	76181391	chr9:76180466_76181391	Enhancer/CTCF	Inactive
chr14	52703151	52703744	chr14:52703151_52703744	Enhancer	Active
chr1	207001779	207002313	chr1:207001779_207002313	Enhancer	Inactive
chr13	45162719	45163313	chr13:45162719_45163313	Enhancer	Active
chr3	41268007	41268472	chr3:41268007_41268472	Enhancer	Inactive
chr10	8435105	8436151	chr10:8435105_8436151	Enhancer	Inactive
chr2	191646049	191646996	chr2:191646049_191646996	Enhancer	Active
chr22	37533880	37534373	chr22:37533880_37534373	Enhancer	Inactive
chr15	48945371	48946498	chr15:48945371_48946498	Enhancer	Inactive
chr6	135537642	135538316	chr6:135537642_135538316	Enhancer/Promoter	Inactive
chr17	5834485	5835174	chr17:5834485_5835174	Enhancer	Active
chr1	9438456	9439087	chr1:9438456_9439087	Enhancer	Inactive
chr1	33244071	33244572	chr1:33244071_33244572	Enhancer	Inactive
chr1	200624741	200625723	chr1:200624741_200625723	Enhancer	Active
chr13	33494801	33495277	chr13:33494801_33495277	Enhancer	Inactive
chr2	238142410	238142891	chr2:238142410_238142891	Enhancer/CTCF	Inactive
chr11	22711236	22711842	chr11:22711236_22711842	Enhancer	Inactive
chr1	201475105	201475539	chr1:201475105_201475539	Enhancer	Inactive
chr7	80722618	80723326	chr7:80722618_80723326	Enhancer	Active
chr20	36585346	36585925	chr20:36585346_36585925	Enhancer	Inactive
chr1	54615439	54616090	chr1:54615439_54616090	Enhancer/Promoter	Inactive
chr9	91119086	91120002	chr9:91119086_91120002	Enhancer	Active
chr11	75654086	75654796	chr11:75654086_75654796	Enhancer	Inactive
chr17	71900719	71901291	chr17:71900719_71901291	Enhancer	Active
chr10	122087412	122087940	chr10:122087412_122087940	Enhancer	Inactive
chr8	8625600	8626357	chr8:8625600_8626357	Enhancer	Inactive
chr21	35375093	35375630	chr21:35375093_35375630	Enhancer	Inactive
chr21	37341268	37342595	chr21:37341268_37342595	Enhancer	Active
chr16	68921511	68922113	chr16:68921511_68922113	Enhancer	Active
chr21	35389914	35390725	chr21:35389914_35390725	Enhancer	Inactive
chr7	142349638	142350146	chr7:142349638_142350146	Enhancer	Inactive
chr12	123994933	123995569	chr12:123994933_123995569	Enhancer	Inactive
chr12	122110931	122111551	chr12:122110931_122111551	Enhancer	Active
chr4	145881839	145882441	chr4:145881839_145882441	Enhancer	Inactive
chr16	57812386	57813168	chr16:57812386_57813168	Enhancer	Inactive
chr10	125687436	125688112	chr10:125687436_125688112	Enhancer	Inactive
chr16	78563746	78564367	chr16:78563746_78564367	Enhancer	Inactive
chr2	102312933	102313472	chr2:102312933_102313472	Enhancer	Inactive
chr5	43303093	43304892	chr5:43303093_43304892	Enhancer	Inactive
chr1	223665613	223666366	chr1:223665613_223666366	Enhancer	Inactive
chr21	35190082	35190818	chr21:35190082_35190818	Enhancer	Active
chr16	83187260	83187879	chr16:83187260_83187879	Enhancer	Inactive
chr16	88755098	88755920	chr16:88755098_88755920	Enhancer/CTCF	Inactive
chr16	75267800	75268299	chr16:75267800_75268299	Enhancer	Inactive
chr16	66508101	66508767	chr16:66508101_66508767	Enhancer	Inactive
chr4	26083851	26084401	chr4:26083851_26084401	Enhancer	Inactive
chr11	61153125	61153665	chr11:61153125_61153665	Enhancer	Inactive
chr11	3674054	3674631	chr11:3674054_3674631	Enhancer	Inactive
chr2	118913818	118914461	chr2:118913818_118914461	Enhancer	Active
chr3	61682591	61683312	chr3:61682591_61683312	Enhancer	Active
chr4	8183077	8183973	chr4:8183077_8183973	Enhancer	Active
chr3	61894842	61895537	chr3:61894842_61895537	Enhancer/CTCF	Inactive
chr7	105787016	105787550	chr7:105787016_105787550	Enhancer/Promoter	Inactive
chr8	9187892	9188407	chr8:9187892_9188407	Enhancer	Inactive
chr6	13724100	13724727	chr6:13724100_13724727	Enhancer	Inactive
chr12	26493631	26494147	chr12:26493631_26494147	Enhancer	Inactive
chr2	223042579	223043162	chr2:223042579_223043162	Enhancer	Active
chr12	81998651	81999601	chr12:81998651_81999601	Enhancer	Inactive
chr8	32331253	32332189	chr8:32331253_32332189	CTCF	Inactive
chr15	39213160	39213970	chr15:39213160_39213970	Enhancer	Active
chr19	42455479	42456192	chr19:42455479_42456192	Enhancer	Inactive
chr15	80852448	80853244	chr15:80852448_80853244	Enhancer	Inactive
chr1	201714457	201715063	chr1:201714457_201715063	Enhancer	Active
chr8	30539817	30540463	chr8:30539817_30540463	Enhancer	Inactive
chr11	35116198	35116761	chr11:35116198_35116761	Enhancer	Inactive
chr1	78033770	78034283	chr1:78033770_78034283	Enhancer	Inactive
chr5	96114649	96115170	chr5:96114649_96115170	Enhancer	Active
chr22	41279921	41280630	chr22:41279921_41280630	Enhancer	Inactive
chr6	41723398	41723895	chr6:41723398_41723895	Enhancer	Inactive
chr12	4006690	4007217	chr12:4006690_4007217	Enhancer	Active
chr8	30137189	30137736	chr8:30137189_30137736	Enhancer	Inactive
chr11	110077888	110078352	chr11:110077888_110078352	Enhancer	Active
chr1	237873344	237873990	chr1:237873344_237873990	Enhancer	Inactive
chr2	149989336	149989940	chr2:149989336_149989940	Enhancer	Inactive
chr10	116753702	116754182	chr10:116753702_116754182	Enhancer	Inactive
chr4	2746031	2746656	chr4:2746031_2746656	Enhancer	Active
